X;Y;Z
17.440288;1.683107;7.99954
17.645156;3.053677;5.544647
17.638792;5.667065;7.099633
18.062134;3.961782;-2.978468
17.515268;1.69865;7.382052
17.424356;1.170492;7.014818
17.535353;2.311765;6.738772
17.848097;2.981005;-4.605552
17.647523;5.633842;6.285379
17.774083;3.265932;-3.826845
17.457076;1.486002;7.230696
17.686319;8.132236;3.479683
17.761582;4.360007;-2.47715
17.721148;5.046698;0.622724
17.695527;4.40735;2.383093
17.640978;4.123813;5.686949
17.49056;1.619218;7.958259
17.791899;1.938683;-4.48597
17.752112;7.111562;-2.210597
17.801031;2.950813;-4.403009
17.725403;5.508618;0.20929
17.922213;5.097717;-3.018417
17.635385;4.185357;7.286095
17.864908;5.424612;0.258728
17.774498;8.490257;-3.70701
17.845856;6.990249;-2.846167
17.743543;6.302897;5.869012
17.905665;2.702649;4.908901
17.880157;5.955775;-2.766224
17.805616;5.478033;0.118084
17.663939;8.583872;5.04073
17.819323;5.592369;-6.757869
17.828409;7.877444;-7.199769
17.766136;6.453703;-2.47425
17.77127;7.399579;-3.097355
17.790181;6.853152;-4.110217
17.699315;7.101593;1.66333
17.737703;1.881916;-1.984471
17.725289;5.842722;0.044163
17.880187;5.81011;1.231796
17.895117;1.160465;-6.463834
17.786317;4.54168;-4.059135
17.615815;6.602605;8.431906
17.715049;6.729597;5.722746
17.626654;7.23853;7.227267
17.803089;1.731829;-5.171978
17.663053;3.886724;3.749813
17.715165;5.140666;-3.589921
17.737432;5.103538;3.818134
17.810662;6.856101;3.318874
17.669668;6.724326;4.792372
17.984185;2.672938;-4.894847
17.726206;4.720458;4.099206
17.444562;1.356964;7.130653
17.741467;5.411532;-0.803843
17.764598;3.118324;-2.146352
17.78666;1.811395;-4.362481
17.475281;1.617642;8.06763
17.838404;2.873188;-7.313236
17.727939;9.25658;-0.003624
17.683475;3.795612;1.773482
17.703107;4.120402;0.460753
17.772438;3.748116;-2.988493
18.036659;0.985798;-3.343798
17.636838;2.202555;5.591333
17.601545;3.98281;7.87008
17.40064;0.974367;7.539837
17.802046;4.779686;-5.296235
17.699103;9.302789;2.474874
17.735715;2.792668;1.270399
17.758894;0.925055;4.899521
17.828197;7.373759;-6.998795
17.658016;4.182939;5.794751
17.841292;0.768557;-8.274202
17.48776;1.699665;7.814012
17.738694;5.285395;3.187033
17.748838;4.799457;-1.421087
17.892804;2.486341;-3.416169
17.711263;0.70285;1.575975
17.811129;2.222051;-5.67955
17.859184;3.801943;-1.470018
17.756701;9.333663;1.976077
17.847615;6.869065;0.621438
17.356221;0.564275;7.92916
17.835253;5.609845;-8.186512
17.682377;2.62531;5.833755
17.818033;6.785102;1.374729
17.728294;7.640823;-0.09779
17.686405;6.057599;2.834428
17.817685;3.266725;0.429626
17.844034;1.806862;-8.457275
17.781166;9.286594;-3.852292
17.681148;8.621661;3.829918
17.828334;7.958226;-6.74986
17.838189;2.793253;-4.536351
17.963499;0.861766;4.909022
17.707116;7.104758;1.091155
17.823603;8.304954;-6.244019
17.949783;6.514444;-3.558777
17.688652;9.886962;2.42128
17.903938;4.332203;-1.522127
17.786555;8.515507;-3.915371
17.694379;9.095401;2.996287
17.804184;6.035147;-5.310051
17.716361;5.715005;0.802253
17.718742;2.711994;-1.635831
17.808228;5.529829;3.000807
17.720267;6.420158;5.381881
17.701715;7.037851;1.524125
17.628537;3.720222;6.650845
17.79918;6.692816;0.425389
17.812207;0.966703;-6.232623
17.809078;2.877804;0.09558
17.750705;5.623717;-1.751579
17.690795;7.073192;-0.028732
17.809996;1.69253;-5.410799
17.417687;0.908105;5.837274
17.724712;9.275205;-0.256243
17.824099;2.446463;-0.689492
17.638363;5.558318;6.894951
17.313898;1.790046;6.675033
17.811327;0.751534;-5.825394
17.690653;6.400197;2.616788
17.662346;4.037078;4.838967
17.759332;6.690197;-2.132544
17.625001;7.304729;7.437574
17.67313;5.438859;4.210268
17.581455;1.796485;5.567921
17.570833;2.509501;6.733145
17.730595;4.629994;-0.510962
17.657173;4.197376;3.866918
17.800984;7.240223;-4.752762
17.658568;0.715994;-3.505916
17.773891;6.250361;-3.01876
17.766872;0.740863;-4.861562
17.676155;3.677776;4.818561
17.593099;1.888874;6.407164
17.703361;4.471998;3.477165
17.724617;6.279607;0.424587
17.625167;0.655998;5.143023
17.991357;5.377644;-6.234773
17.711537;4.127109;0.004238
17.697671;8.503604;2.132183
17.93738;2.908038;-1.165273
17.792334;6.601637;-4.122275
17.686762;3.457099;1.914076
17.822976;0.930577;-6.628636
17.885652;3.463815;-3.280866
17.616923;5.010379;-3.387119
17.73847;3.675951;-0.529834
17.792599;3.295616;-6.069728
17.861128;6.18066;-3.087061
17.626761;2.107752;6.668565
17.811518;9.382231;-2.476933
17.757819;5.246741;-1.998794
17.695422;9.008585;2.723311
17.815226;7.631722;-5.892023
17.797609;8.490446;-4.878598
17.816808;4.493734;-6.649791
17.722457;2.222293;-0.983832
17.781304;5.75894;2.852039
17.699192;7.382816;1.565287
18.076968;5.260834;-8.489437
17.649391;5.116913;6.157271
17.799732;8.764529;-5.119167
17.81639;1.727963;5.015523
17.759445;5.644226;-2.037192
17.684847;1.721138;0.240581
17.81061;2.248387;4.938197
18.181742;2.190235;-5.734112
17.689693;9.703968;2.505993
17.855719;6.291494;-3.018533
17.614768;4.113599;1.030896
17.773363;1.471554;-3.079615
17.67125;3.521888;7.895068
17.758212;5.204666;-1.855608
17.651042;2.059132;5.136782
17.772593;1.267712;-6.448845
17.538963;3.535176;2.351726
17.69397;4.059793;1.327307
17.800752;4.844581;-5.159966
17.805746;3.647459;4.301841
17.697508;6.561731;1.754317
17.815729;1.720844;-6.201654
17.691686;7.227772;0.838066
17.723608;9.359876;-0.481978
17.768474;4.555111;-2.919366
17.672424;7.113255;3.905381
17.716559;4.899696;0.707436
17.677634;6.584159;4.132674
17.877022;2.998269;-0.37757
17.990074;3.72184;-5.978705
17.781838;1.269483;-4.094092
17.772448;5.441224;-3.115981
18.043042;2.460933;-4.399533
17.664253;6.854583;4.812805
17.744115;6.109849;3.755892
17.774291;5.092519;0.874147
17.696879;2.188027;0.756051
17.623757;2.852722;7.127178
17.681;5.796248;6.271996
17.710255;8.904271;0.66921
17.718715;10.747947;0.388752
17.62419;2.705585;7.216007
17.727633;6.314688;0.237959
17.648911;3.596881;4.922898
17.76578;8.672322;-2.969064
17.926488;3.389987;-2.885563
17.737535;9.130243;-0.631169
17.877464;2.946143;0.033897
17.834402;1.91266;-7.358954
17.632934;5.993115;7.350713
17.757175;5.001605;-1.93106
17.709751;7.593829;0.971265
17.80378;8.789438;-1.741089
17.689265;2.511956;2.00408
17.706156;10.024137;1.662262
17.617945;2.442219;6.532381
17.735821;5.174278;1.879973
17.903444;3.28739;-3.024444
17.95992;10.372817;-1.553905
17.703398;7.3965;1.025154
17.642036;1.176349;5.334322
17.709338;8.376547;0.793745
17.625818;2.4732;7.382457
17.656547;4.15333;3.939118
17.946686;4.406923;-5.968748
17.861185;6.065954;0.161864
17.745;6.914295;-1.346373
17.734103;2.894354;-0.273144
17.651277;3.260678;5.065527
17.752697;2.15032;-2.295145
17.829109;2.349444;-6.437846
17.493952;1.605213;6.901548
17.651571;4.512089;7.077398
17.821416;3.310792;-6.961833
17.775045;0.75281;-4.223241
17.809415;0.819903;-6.221817
17.737582;2.393187;-0.756356
17.752184;4.84058;1.699436
17.83464;3.177316;-1.398891
17.791647;6.006482;2.30164
17.776977;2.08647;1.082879
17.671034;8.887661;4.543363
17.675957;1.75622;5.063888
17.791875;8.779667;-4.435302
17.611436;4.794066;-5.698236
17.810127;0.960269;1.825734
18.015741;2.953044;-5.974467
17.726771;8.002343;0.007345
17.831448;4.81971;-7.996842
17.933431;5.563894;-2.048085
17.77533;3.497874;-2.927404
17.925633;4.538942;-5.268558
18.061581;4.03467;-5.431916
17.820175;5.83941;-6.783594
17.827046;2.515653;-6.313454
17.757545;2.099126;0.610082
17.622564;4.229404;7.312742
17.690795;3.940547;5.124618
17.634517;4.249915;6.489387
17.642827;3.924078;5.245314
17.69151;5.134131;6.299648
17.715004;4.700058;6.216006
17.79588;7.680067;-4.373112
17.761727;5.523536;-2.241104
17.609463;3.610279;8.158559
17.834661;3.737393;-7.648218
17.753894;2.352109;5.01542
17.714249;4.164206;-0.144109
17.805432;7.45083;-5.127513
17.79124;6.189714;-4.18926
17.704843;3.546571;2.285802
17.675812;8.16762;4.291976
17.854357;2.879963;-8.734983
17.95003;3.124646;-3.743416
18.022151;8.063908;-2.114809
17.617591;6.588994;8.287212
17.950168;4.241086;-3.02113
17.650311;1.720883;-6.186082
17.875022;1.737366;4.957563
17.73736;6.191102;4.230074
17.705528;8.249905;1.051018
17.831687;0.81934;-7.425298
17.814997;8.731475;-1.871514
17.642555;2.990681;6.933857
17.75769;5.131967;5.089528
17.653241;4.588672;8.313074
17.671791;9.749016;0.465571
17.483609;2.002588;6.220805
17.996057;2.930817;-5.860894
17.655613;2.585526;8.060859
17.73716;7.404033;-0.964215
17.880748;3.005368;0.10693
17.936784;4.111873;-2.994688
17.792902;3.133667;-4.055791
17.689257;7.961646;-0.883358
17.693478;3.59227;5.924497
18.015251;1.371401;2.001528
17.671035;6.091826;5.027811
17.735694;5.925115;-0.639268
17.789854;8.091617;-6.672351
17.813149;7.600437;-5.747111
17.817137;4.618049;0.229245
17.74566;8.004467;-1.376969
17.787132;4.385327;-4.118535
17.758917;3.758305;-2.27712
17.794024;4.124383;-5.264363
17.913304;7.875201;-2.431502
17.653215;4.413232;5.550772
17.699476;7.113569;1.736068
18.018126;2.925392;-6.854991
17.849029;8.95726;-4.012175
17.662006;4.549841;8.449055
18.051622;3.81061;-6.197951
17.632608;5.930561;7.219346
17.749585;7.854313;3.67148
17.461201;1.856958;6.697512
17.743173;6.443458;3.956152
17.77331;1.215655;-3.661519
17.726649;6.848869;0.016045
17.982232;1.867281;2.014423
17.808964;2.749083;0.653329
17.634283;6.542879;7.296618
17.745642;9.414699;-1.485623
17.748271;4.973062;0.364515
17.636397;3.405918;6.082747
17.738314;5.97673;-0.684603
17.714384;0.713202;0.082152
17.847385;2.074585;-8.302156
17.754623;4.0183;-0.093586
17.739255;8.749217;-1.054359
18.149617;2.626047;-4.543255
17.763201;4.841417;2.164972
17.734626;7.287353;-1.168731
17.614393;6.634124;8.319364
17.753667;7.043728;-2.10375
17.715607;10.013028;0.593146
17.430608;1.844437;6.061411
17.442064;1.074192;6.455484
17.750816;1.65598;5.117029
17.750519;4.840203;1.881035
17.688698;5.882972;2.387433
17.427388;1.247405;8.285185
17.651018;4.705595;5.480597
17.648447;1.344798;1.964629
17.722064;0.795042;-0.136891
17.616994;1.601799;1.503254
17.662082;5.752761;5.349672
17.806421;2.991583;-1.008625
17.763499;6.856036;-2.43375
17.750626;6.313308;4.973769
17.737223;10.245003;-1.700977
17.765015;4.237396;-3.283365
17.754518;4.967995;1.986885
17.846093;5.182847;-1.669298
17.846494;9.296712;3.177016
17.760838;6.666034;3.792871
17.712319;5.724071;1.36441
17.707947;5.478647;1.50453
17.712524;6.864934;0.729389
17.954054;2.987525;-6.718749
17.74949;2.842301;-4.623139
17.827722;3.502441;-7.017194
17.803562;3.218131;-4.814605
17.923016;6.858708;-2.613303
17.832458;3.036838;-4.115795
17.754403;3.653947;-1.803479
17.641031;3.706521;7.717713
17.697196;8.393644;1.96221
17.62471;6.675841;7.67676
17.882446;6.495813;1.465112
17.628942;0.865616;5.297513
17.700568;7.203776;1.655064
17.695578;3.500543;5.446704
17.831201;3.83335;-4.161447
17.728193;0.991974;2.025214
17.45093;1.366971;6.927643
17.803622;5.519383;-5.398644
17.641996;2.761645;5.64374
17.641105;5.128359;6.69326
17.68906;8.698856;3.107305
17.68397;5.278391;3.121841
17.622266;3.182584;6.879917
17.73836;5.679022;-0.582907
17.817652;3.683748;-6.185603
17.819731;6.361063;-1.838327
17.805009;5.423651;-5.358856
17.843156;3.156746;-2.668245
17.835927;5.172544;-8.461466
17.59431;2.441478;7.055189
17.476451;1.396663;5.672328
17.737993;4.565044;4.956169
17.764765;7.79479;-2.635287
17.751107;5.137556;-1.523125
17.710635;6.518384;1.325384
17.749081;9.47308;-1.951105
17.811226;4.836476;-0.510602
17.82436;2.286026;-0.387262
17.787685;2.091483;-3.963783
17.629475;3.536848;6.385946
17.384894;0.777125;7.799
17.753243;5.298818;-1.397899
17.650768;5.998237;6.35717
17.71843;3.316841;-0.562442
17.650521;4.174258;4.691363
17.736255;8.05999;-0.917966
17.681177;1.761449;-0.387144
17.751843;4.652046;1.322428
17.923156;1.773095;-3.75075
17.717346;10.033883;1.302633
17.80491;7.52936;-5.282038
17.696924;3.761226;7.71657
17.682094;5.987661;3.65214
17.7006;9.538523;2.912873
17.720252;5.704547;0.665883
17.672418;5.710019;3.894022
17.76018;0.691569;-3.326633
17.746553;7.783526;-1.744164
17.730466;8.691905;-0.165293
17.617488;3.980933;8.300718
17.481183;1.627704;7.543421
17.622667;3.678765;2.13453
18.274456;5.532562;-8.701113
17.668721;5.553274;4.874527
18.2204;5.842508;-5.791837
17.865949;6.090135;-4.657724
17.622034;4.396299;7.516342
17.682049;7.102034;3.18566
17.918606;5.5163;-2.216328
17.609773;3.598459;8.048638
17.630517;7.520565;7.026282
17.817528;4.075704;-6.822633
17.737809;7.558649;-0.907354
17.760273;5.681709;3.878692
17.840724;4.321572;-2.725097
17.760357;3.869664;-2.682903
17.828173;5.524648;-7.394093
17.721159;9.015204;0.585799
17.688053;5.513732;3.952907
17.683144;4.235304;1.729874
17.805143;2.891026;-5.039593
17.844523;3.178852;-7.766057
17.811626;5.824801;-0.921224
17.662851;7.058215;4.82663
17.808606;6.087553;-2.006181
17.499019;1.794449;7.199232
17.945743;9.207285;0.308334
17.766321;4.979537;3.709041
17.731839;6.810855;4.919188
17.934699;3.826667;-2.614439
17.855233;2.601667;-8.031768
17.766857;2.518171;-2.654539
17.69697;4.198958;0.704907
17.717138;5.731101;0.944411
17.390956;0.665035;7.524757
17.863807;2.46066;-5.819314
17.779494;1.245176;-3.845733
17.807002;7.15449;1.454285
17.637524;3.59102;5.882917
17.785545;4.650018;-1.185113
17.868769;5.933618;-0.001096
17.74129;2.079491;5.27595
17.83043;2.483731;-6.666491
17.635943;2.152946;1.908513
17.847359;5.058098;0.759174
17.630863;8.110667;2.384554
17.773043;6.871544;3.812045
17.731016;8.386626;-0.669029
17.794088;1.519593;-4.688055
17.739253;6.205557;3.994531
17.615956;2.669342;7.828951
17.649185;7.493369;6.208234
17.640224;9.648312;0.488641
17.624023;4.198225;6.96527
17.729566;3.094415;1.592546
17.711161;5.721745;5.81872
17.708454;5.406648;1.258735
17.692499;6.255303;2.17399
17.612686;1.954734;7.184534
17.864886;2.848247;4.904917
18.022444;6.184223;-3.558436
17.666532;3.091978;4.907014
17.605864;3.336831;7.970763
17.685725;3.245613;8.162169
17.728295;9.131323;1.31604
17.840475;5.838776;-8.529275
17.826559;3.109702;-6.369142
17.63561;3.818621;2.583648
17.775726;2.401281;-3.351316
17.698519;8.734972;2.46317
17.759784;7.036338;-2.65742
17.979032;3.820961;-2.266378
17.831207;2.353014;-6.937284
17.81949;4.712418;-6.496835
17.720607;8.146331;0.420376
17.588993;9.191088;0.084075
17.711825;7.22968;0.373641
17.66911;7.189625;4.109469
17.503395;1.697275;6.713414
17.818041;1.8563;-5.822884
17.812834;6.577644;-5.899082
17.635405;4.189022;6.360335
17.731087;8.772115;-0.355598
17.776036;3.098157;-2.847314
17.994068;3.720979;-2.50569
17.818152;7.903708;-1.553118
17.84543;0.810321;-8.355996
17.931525;7.89546;-4.566118
17.680163;7.739252;4.05486
17.894151;5.59168;1.225711
17.483104;8.071867;2.525407
17.670588;4.418579;4.555691
17.817596;1.734432;-6.095133
17.63599;6.181086;7.192838
17.685418;7.126957;2.905832
18.052666;1.977064;-5.581805
17.71855;6.399479;4.95509
17.691567;7.335038;3.519746
18.111215;3.146627;-6.947359
17.624843;7.449798;7.35183
17.879737;2.565699;-4.688696
17.661177;6.19061;5.731995
17.62471;0.665156;5.321954
17.898792;5.596147;-1.527762
17.724943;9.149257;0.426615
17.717887;5.071281;0.972144
17.762219;2.580224;-2.021365
17.715321;3.407812;0.884048
17.717408;8.012433;-6.90341
17.804451;6.89421;-7.204803
17.860368;3.651491;-2.015162
17.891789;1.840563;-2.881354
17.909368;2.315007;-4.232544
17.735644;3.058237;-0.644512
17.699197;3.61342;1.438243
17.879097;2.492168;-1.964238
17.650047;6.745649;6.209103
17.799956;3.060634;0.883871
17.825595;6.619386;-1.072819
17.834232;2.700331;-7.012889
17.759393;7.796098;-2.142037
17.82188;2.019762;-6.229658
17.757113;6.792062;-2.152596
17.656025;9.695677;2.593877
17.892401;2.747434;-1.26245
17.774868;7.093696;-3.13998
17.788653;2.879955;-3.611833
17.710054;8.509757;1.245704
17.813675;0.67245;-6.634006
17.819823;6.759878;-6.622981
17.748396;3.341817;-1.310293
17.71933;1.078755;0.154471
17.650015;7.19121;6.203558
17.891527;2.912697;-2.661515
17.655777;9.580929;-0.293578
17.607369;3.506625;8.17395
17.675828;3.73804;2.73275
18.012148;6.771561;-4.097996
17.704254;7.791273;1.519908
17.83797;6.842024;-3.180795
17.568526;1.6466;5.562079
17.821581;6.672296;0.979862
17.668679;7.733773;4.55107
17.736253;6.946106;-1.025464
17.7939;7.585964;-4.326199
17.678137;9.414167;3.357695
17.853975;4.530755;-0.966178
17.775863;7.279184;-3.333561
17.772327;0.845116;-3.767337
17.671503;2.841124;7.932192
17.749842;7.063262;-1.896948
17.866482;5.776563;4.961061
18.02359;5.577786;-3.528733
17.772873;3.251615;-2.899667
17.799473;2.350555;-4.875687
17.785426;8.192386;-4.276882
17.67886;4.979472;3.686206
17.712987;10.31549;1.627077
17.625984;4.265448;7.199116
17.836149;1.038009;-7.622996
17.880887;6.213702;0.847823
17.723618;2.209289;0.401483
17.718473;5.601108;2.985791
17.77825;2.649962;0.220846
17.694788;6.231458;1.887064
17.682009;7.393793;3.586633
17.714344;9.840718;0.819607
17.795045;6.918878;-4.471955
17.622087;5.871297;8.18662
17.708251;9.540686;1.347235
17.950879;2.897345;-4.818307
17.736431;10.595212;-1.273887
17.794253;3.603623;-4.43401
17.754188;1.915088;-2.63015
17.6867;8.996774;3.535553
17.820349;6.238193;-6.862034
17.685557;3.561808;1.93648
17.824137;0.817538;-6.718036
17.796383;5.863862;-1.46098
17.72048;9.031303;-0.233519
17.659042;3.551702;7.052569
17.812978;6.899564;-5.677715
17.837572;0.688447;-3.435684
17.750633;2.058668;-1.396146
17.777127;6.818911;0.277656
17.731229;1.23116;-2.848994
17.711465;6.554159;1.10838
17.692799;3.04193;6.862616
17.836713;2.443581;-7.019398
17.716183;9.088147;-2.854786
17.681969;4.935717;3.334008
17.678189;3.956567;2.392676
17.824596;7.974993;-6.566494
17.737635;4.123532;-1.562229
17.832856;1.105928;-7.349752
17.60102;3.691329;3.369322
17.78668;4.376278;-4.146711
17.80145;5.318316;-5.418238
17.827776;7.850227;-6.798839
17.670538;7.233943;4.108046
17.78678;8.206704;-4.13949
17.814959;5.864358;0.813228
17.625869;7.040289;7.284117
18.212843;3.840051;-6.184228
17.641827;4.540009;6.365201
17.721526;6.970694;0.24927
17.800366;5.458533;2.216999
17.69755;3.415893;6.582476
17.691267;9.155656;3.13591
17.72786;9.176476;-0.324084
17.69583;2.903822;5.563977
17.705531;6.247125;2.713087
17.665013;6.293468;5.266919
17.749557;5.010276;-1.224449
17.455732;1.502272;8.290089
17.738705;6.162804;5.419872
17.628398;5.757025;7.517705
17.629402;6.754344;7.460228
17.866745;6.441776;-1.271233
17.728386;7.731205;-5.537853
17.663986;7.706371;4.76803
17.704922;3.163677;5.327773
17.65456;7.560666;6.233247
17.778556;6.345344;-3.031218
17.92126;6.302845;-3.079271
17.7184;2.416363;5.183317
17.821017;8.047698;-6.292226
17.655205;4.618715;5.640252
17.677649;4.342637;1.791976
17.765373;9.261244;-2.072982
17.716652;2.614696;0.681031
17.770474;2.003559;-3.272822
17.699266;3.573586;2.079782
17.88621;2.314057;-3.56972
17.67099;5.956345;4.337652
17.628859;3.413947;6.684818
17.668288;3.451345;7.001449
17.850741;2.325741;-8.328726
17.90858;0.989665;4.885184
17.390102;0.861079;7.433153
17.89374;0.653125;-2.720446
17.695851;4.050512;-0.345495
17.660394;5.14317;5.301888
17.73415;1.290783;0.204167
17.745435;1.872453;-0.458677
17.678395;6.441077;4.105912
17.700282;0.71499;-4.999837
17.86329;2.749035;-0.897197
18.081016;5.405008;-5.537264
